id,customer_id,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,multiple_lines,target
4227,3519-ZKXGG,2019-09-01,2019-12-01,Month-to-month,Yes,Electronic check,75.85,256.6,Fiber optic,No,No,No,No,No,No,Female,0,Yes,No,Yes,1
4228,5457-COLHT,2014-05-01,,Two year,No,Bank transfer (automatic),80.65,5542.55,DSL,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4229,6416-TVAIH,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,68.5,68.5,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,1
4230,5451-YHYPW,2014-02-01,,Two year,Yes,Credit card (automatic),115.75,8443.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,0
4231,5108-ADXWO,2019-02-01,2020-01-01,Month-to-month,Yes,Electronic check,73.5,791.75,Fiber optic,Yes,No,No,No,No,No,Male,0,No,No,No,1
4232,7998-WNZEM,2014-03-01,,Two year,No,Bank transfer (automatic),80.6,5708.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,No,No,Yes,0
4233,3066-RRJIO,2019-10-01,2019-11-01,Month-to-month,Yes,Mailed check,69.95,69.95,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,1
4234,4664-NJCMS,2017-05-01,,Two year,No,Bank transfer (automatic),59.55,2016.3,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,,0
4235,0307-BCOPK,2018-10-01,,One year,No,Mailed check,19.05,326.65,,,,,,,,Female,0,No,No,No,0
4236,7629-WFGLW,2015-06-01,,One year,No,Electronic check,95.65,5471.75,Fiber optic,Yes,Yes,Yes,Yes,No,No,Female,1,Yes,No,Yes,0
4237,2542-HYGIQ,2020-01-01,,Month-to-month,No,Credit card (automatic),19.95,19.95,,,,,,,,Female,0,No,No,No,0
4238,6715-OFDBP,2019-05-01,2019-10-01,Month-to-month,Yes,Electronic check,70.05,346.4,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,1
4239,5016-LIPDW,2015-05-01,,One year,No,Mailed check,19.4,1061.6,,,,,,,,Male,0,Yes,Yes,No,0
4240,6481-LXPWL,2015-06-01,,One year,Yes,Credit card (automatic),36.1,1971.5,DSL,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,,0
4241,1567-DSCIC,2019-05-01,2020-01-01,Month-to-month,Yes,Electronic check,94.0,773.65,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,1
4242,2150-UWTFY,2017-12-01,2019-10-01,Month-to-month,No,Mailed check,61.15,1422.05,DSL,Yes,Yes,Yes,No,No,No,Female,0,Yes,Yes,No,1
4244,9362-MWODR,2016-10-01,,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,DSL,Yes,No,No,Yes,Yes,No,Female,0,No,Yes,No,0
4245,9975-GPKZU,2016-04-01,,Two year,No,Credit card (automatic),19.75,856.5,,,,,,,,Male,0,Yes,Yes,No,0
4246,9625-RZFUK,2014-11-01,,Two year,No,Mailed check,19.7,1275.85,,,,,,,,Male,0,Yes,Yes,No,0
4247,5153-LXKDT,2014-06-01,,Two year,Yes,Electronic check,110.2,7467.5,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Male,0,Yes,Yes,Yes,0
4248,5161-UBZXI,2014-05-01,,Two year,Yes,Credit card (automatic),106.35,7261.75,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4249,1020-JPQOW,2015-06-01,,Month-to-month,No,Electronic check,90.55,5116.6,Fiber optic,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,0
4250,7919-ZODZZ,2019-04-01,,One year,Yes,Mailed check,65.9,660.05,DSL,No,Yes,Yes,No,No,Yes,Female,0,Yes,Yes,No,0
4251,0565-JUPYD,2014-11-01,,One year,No,Credit card (automatic),104.5,6590.8,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,0
4252,6867-ACCZI,2018-02-01,,Two year,Yes,Mailed check,52.5,1208.15,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,,0
4253,5939-XAIXZ,2018-07-01,,Month-to-month,Yes,Mailed check,56.1,1033.9,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,0
4254,9054-FOWNV,2018-04-01,,Month-to-month,Yes,Electronic check,88.75,1885.15,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,0
4255,2683-BPJSO,2017-08-01,2020-01-01,Month-to-month,Yes,Electronic check,84.45,2467.1,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,1
4256,2157-MXBJS,2018-10-01,2019-11-01,One year,Yes,Mailed check,75.3,989.45,DSL,No,No,Yes,No,Yes,Yes,Male,0,Yes,No,Yes,1
4257,8207-VVMYB,2014-04-01,,Two year,Yes,Bank transfer (automatic),26.0,2006.95,,,,,,,,Female,0,Yes,No,Yes,0
4258,9732-EQMWY,2016-01-01,,Month-to-month,No,Electronic check,99.4,5025.0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
4259,9360-AHGNL,2016-04-01,2019-11-01,One year,Yes,Mailed check,109.55,4830.25,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,1
4260,1087-UDSIH,2019-08-01,2019-11-01,Month-to-month,Yes,Mailed check,19.6,59.75,,,,,,,,Female,0,No,No,No,1
4261,5269-NRGDP,2016-08-01,,One year,No,Electronic check,73.15,3088.25,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4262,6195-MELTI,2015-05-01,,One year,Yes,Mailed check,54.65,3134.7,DSL,No,Yes,No,Yes,No,No,Male,0,No,No,No,0
4263,5485-WUYWF,2019-11-01,2020-01-01,Month-to-month,No,Bank transfer (automatic),66.4,94.55,DSL,Yes,No,Yes,No,Yes,No,Male,1,No,No,No,1
4264,2121-JAFOM,2014-02-01,,Two year,Yes,Credit card (automatic),115.55,8312.4,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4265,8818-DOPVL,2016-04-01,,Month-to-month,Yes,Electronic check,104.45,4863.85,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,No,Yes,0
4266,2632-UCGVD,2014-04-01,2019-10-01,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,1
4267,5445-PZWGX,2014-11-01,2020-01-01,One year,No,Electronic check,102.0,6529.25,Fiber optic,Yes,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,1
4268,1227-UDMZR,2014-02-01,,Two year,Yes,Bank transfer (automatic),91.15,6637.9,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4269,5198-HQAEN,2017-03-01,,One year,Yes,Electronic check,89.7,3165.6,Fiber optic,No,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,No,0
4270,9170-CCKOU,2018-07-01,2019-12-01,Month-to-month,No,Credit card (automatic),90.2,1454.15,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,1
4271,2167-FQSTQ,2014-02-01,,Two year,Yes,Electronic check,92.4,6786.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Female,0,Yes,No,Yes,0
4272,2819-GWENI,2017-10-01,,One year,No,Mailed check,19.9,543.0,,,,,,,,Female,0,Yes,Yes,No,0
4273,1043-YCUTE,2015-04-01,2019-12-01,Two year,Yes,Credit card (automatic),25.15,1327.15,,,,,,,,Male,0,Yes,No,Yes,1
4274,3814-MLAXC,2017-05-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),79.85,2404.15,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,1
4275,3572-UUHRS,2016-05-01,,One year,No,Bank transfer (automatic),18.85,867.3,,,,,,,,Male,0,No,No,No,0
4276,2692-PFYTJ,2020-01-01,,Month-to-month,Yes,Mailed check,25.75,25.75,,,,,,,,Female,0,No,No,Yes,0
4277,1226-UDFZR,2019-10-01,2019-12-01,Month-to-month,Yes,Mailed check,49.6,114.7,DSL,No,Yes,No,No,No,No,Female,0,No,No,No,1
4278,5955-EPOAZ,2019-08-01,,Month-to-month,Yes,Mailed check,20.95,109.5,,,,,,,,Female,0,No,No,No,0
4279,6821-JPCDC,2016-02-01,,One year,Yes,Electronic check,97.05,4692.95,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,No,No,0
4280,8815-LMFLX,2018-01-01,,Month-to-month,Yes,Bank transfer (automatic),25.4,546.85,,,,,,,,Male,0,Yes,Yes,Yes,0
4281,9135-HSWOC,2014-10-01,,Two year,Yes,Bank transfer (automatic),19.7,1274.05,,,,,,,,Male,0,Yes,Yes,No,0
4282,8582-KRHPJ,2015-12-01,,Month-to-month,Yes,Mailed check,35.0,1782.4,DSL,Yes,Yes,No,No,No,No,Male,0,No,No,,0
4283,5811-IWXYM,2015-10-01,,One year,No,Bank transfer (automatic),101.25,5301.1,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,0
4284,7044-YAACC,2019-10-01,,Month-to-month,Yes,Electronic check,70.2,280.35,Fiber optic,No,No,No,No,No,No,Male,1,Yes,No,No,0
4285,8189-XRIKE,2017-06-01,,Month-to-month,No,Electronic check,90.95,2897.95,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,No,0
4286,1506-YJTYT,2016-05-01,,Two year,No,Credit card (automatic),73.85,3371.0,DSL,Yes,Yes,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,0
4287,4123-DVHPH,2019-05-01,,Month-to-month,Yes,Electronic check,88.05,801.3,Fiber optic,Yes,No,No,No,No,Yes,Male,0,Yes,No,Yes,0
4288,6425-YQLLO,2014-07-01,2020-01-01,One year,Yes,Credit card (automatic),105.95,6975.25,Fiber optic,No,No,Yes,Yes,Yes,Yes,Female,1,Yes,No,Yes,1
4289,5442-UTCVD,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,91.85,257.05,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,Yes,Yes,1
4290,2228-BZDEE,2015-08-01,,Two year,No,Mailed check,20.1,1079.45,,,,,,,,Female,0,No,No,No,0
4291,7734-DBOAI,2019-10-01,2019-11-01,Month-to-month,No,Electronic check,40.1,40.1,DSL,No,No,No,Yes,Yes,No,Female,0,Yes,Yes,,1
4292,2789-CZANW,2014-10-01,,Two year,No,Bank transfer (automatic),110.3,6997.3,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,Yes,Yes,0
4293,2091-RFFBA,2017-06-01,2020-01-01,Month-to-month,Yes,Electronic check,73.9,2217.15,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
4294,2114-MGINA,2018-09-01,2019-11-01,Month-to-month,Yes,Mailed check,89.8,1129.1,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,1
4295,7596-LDUXP,2019-02-01,,One year,Yes,Credit card (automatic),85.15,979.05,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,No,0
4296,3740-RLMVT,2014-07-01,,One year,Yes,Bank transfer (automatic),60.95,4119.4,DSL,Yes,Yes,No,Yes,No,No,Male,1,Yes,No,No,0
4297,4489-SNOJF,2017-01-01,2019-12-01,Month-to-month,No,Electronic check,72.25,2568.55,DSL,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,Yes,Yes,1
4298,2192-OZITF,2016-05-01,,Two year,No,Mailed check,73.55,3349.1,DSL,Yes,No,No,Yes,No,Yes,Female,0,No,No,Yes,0
4299,5651-CPDND,2019-04-01,,Month-to-month,No,Mailed check,46.0,492.1,DSL,No,No,No,No,No,No,Male,0,No,No,No,0
4300,2186-QZEYA,2017-09-01,,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,DSL,Yes,Yes,No,No,No,No,Female,1,No,No,Yes,0
4243,6124-ACRHJ,2020-01-01,,Month-to-month,No,Mailed check,19.75,19.75,,,,,,,,Female,0,No,No,No,0
4301,1131-ALZWV,2018-02-01,,One year,No,Bank transfer (automatic),24.6,605.25,,,,,,,,Female,0,No,No,Yes,0
4302,7729-XBTWX,2014-08-01,,Two year,Yes,Mailed check,19.75,1344.5,,,,,,,,Male,0,Yes,Yes,No,0
4303,9134-WYRVP,2015-11-01,,One year,No,Mailed check,86.35,4267.15,Fiber optic,Yes,No,No,No,Yes,No,Male,0,No,No,No,0
4304,3284-SVCRO,2016-05-01,,Two year,No,Mailed check,25.5,1121.05,,,,,,,,Female,0,Yes,No,Yes,0
4305,9732-OUYRN,2016-01-01,,One year,No,Credit card (automatic),19.0,918.7,,,,,,,,Female,0,Yes,No,No,0
4306,0559-CKHUS,2017-09-01,,Two year,Yes,Mailed check,19.55,521.8,,,,,,,,Female,0,Yes,No,No,0
4307,2931-SVLTV,2016-10-01,,Month-to-month,Yes,Credit card (automatic),110.1,4469.1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Male,0,Yes,Yes,Yes,0
4308,6899-PPEEA,2016-09-01,2019-10-01,Month-to-month,Yes,Electronic check,96.55,3580.3,Fiber optic,No,No,No,No,Yes,Yes,Female,1,No,No,Yes,1
4309,7504-UWHNB,2018-01-01,,Month-to-month,No,Electronic check,69.75,1729.35,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,0
4310,2582-FFFZR,2018-04-01,,Month-to-month,Yes,Electronic check,50.6,1073.3,DSL,No,No,Yes,No,Yes,Yes,Female,0,No,No,,0
4311,8908-NMQTX,2014-02-01,,Two year,Yes,Bank transfer (automatic),65.6,4566.5,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,,0
4312,2187-LZGPL,2019-06-01,2020-01-01,Month-to-month,Yes,Credit card (automatic),40.1,293.3,DSL,No,Yes,No,No,No,Yes,Female,0,No,No,,1
4313,1431-AIDJQ,2017-05-01,,Two year,No,Credit card (automatic),82.1,2603.1,DSL,No,Yes,Yes,Yes,Yes,Yes,Male,0,Yes,Yes,No,0
4314,6288-LBEAR,2018-03-01,,Month-to-month,Yes,Mailed check,79.1,1783.75,Fiber optic,No,Yes,No,Yes,No,No,Female,0,No,No,No,0
4315,4597-NUCQV,2017-12-01,2019-12-01,Month-to-month,Yes,Electronic check,101.25,2440.15,Fiber optic,No,Yes,No,No,Yes,Yes,Male,1,No,No,Yes,1
4316,9019-QVLZD,2019-11-01,2019-12-01,Month-to-month,No,Electronic check,79.55,79.55,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,No,1
4317,8413-YNHNV,2014-05-01,,Two year,No,Mailed check,90.65,6322.1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
4318,5808-TOTXO,2019-11-01,,One year,Yes,Credit card (automatic),20.55,57.4,,,,,,,,Female,0,No,Yes,No,0
4319,4369-NYSCF,2015-06-01,,One year,Yes,Bank transfer (automatic),75.75,4284.65,DSL,No,Yes,No,Yes,Yes,Yes,Male,0,No,No,No,0
4320,6333-YDVLT,2014-09-01,,One year,Yes,Credit card (automatic),110.0,7138.65,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
4321,5324-KTGCG,2014-03-01,,One year,No,Electronic check,20.85,1539.75,,,,,,,,Male,0,Yes,No,No,0
4322,5599-HVLTW,2018-12-01,,Month-to-month,Yes,Bank transfer (automatic),80.35,1058.1,Fiber optic,No,No,Yes,No,No,No,Female,1,No,No,Yes,0
4323,7394-LWLYN,2019-12-01,,Month-to-month,Yes,Electronic check,70.15,123.8,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4324,3707-LRWZD,2017-02-01,2019-10-01,One year,No,Electronic check,84.05,2781.85,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,1
4325,6873-UDNLD,2016-10-01,,Month-to-month,No,Electronic check,67.45,2731.0,DSL,Yes,No,Yes,No,No,Yes,Male,0,No,No,No,0
4326,2700-LUEVA,2020-01-01,,Month-to-month,No,Credit card (automatic),20.75,20.75,,,,,,,,Male,0,No,No,No,0
4327,1455-ESIQH,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,89.1,89.1,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,No,1
4328,0958-YHXGP,2019-07-01,,Month-to-month,Yes,Mailed check,69.9,497.3,Fiber optic,No,No,No,No,No,No,Female,0,No,No,No,0
4329,1101-SSWAG,2018-11-01,,Month-to-month,Yes,Electronic check,51.1,711.15,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
4330,2979-SXESE,2018-07-01,2019-12-01,Month-to-month,No,Electronic check,94.4,1607.2,Fiber optic,Yes,No,Yes,No,Yes,No,Female,0,Yes,Yes,Yes,1
4331,4013-TLDHQ,2018-05-01,2019-12-01,Month-to-month,Yes,Electronic check,78.25,1490.95,Fiber optic,No,Yes,Yes,No,No,No,Male,0,No,No,No,1
4332,5743-KHMNA,2014-03-01,,Two year,No,Bank transfer (automatic),25.55,1898.1,,,,,,,,Male,0,No,No,Yes,0
4333,4194-FJARJ,2015-08-01,,Two year,No,Bank transfer (automatic),60.0,3273.95,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,Yes,Yes,0
4334,5325-UWTWJ,2017-07-01,,Month-to-month,Yes,Credit card (automatic),90.55,2929.75,Fiber optic,Yes,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,0
4335,3969-GYXEL,2019-03-01,,Month-to-month,No,Electronic check,76.4,838.7,Fiber optic,Yes,No,No,No,No,No,Female,0,No,No,No,0
4336,9208-OLGAQ,2018-08-01,,Month-to-month,Yes,Electronic check,84.95,1443.65,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,No,0
4337,3244-CQPHU,2014-02-01,,Two year,Yes,Bank transfer (automatic),110.1,7746.7,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,0
4338,2674-MLXMN,2014-03-01,,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,Fiber optic,No,Yes,No,No,Yes,Yes,Female,1,No,No,Yes,0
4339,9708-HPXWZ,2019-09-01,,Month-to-month,No,Credit card (automatic),45.4,214.75,DSL,No,No,Yes,Yes,Yes,No,Male,1,No,No,,0
4340,6992-TKNYO,2016-12-01,,One year,No,Credit card (automatic),69.0,2669.45,DSL,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
4341,4468-YDOVK,2019-09-01,,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,DSL,No,No,No,Yes,No,No,Male,0,No,Yes,No,0
4342,3754-DXMRT,2019-09-01,2019-11-01,Month-to-month,Yes,Electronic check,44.15,92.65,DSL,No,No,No,No,No,No,Male,1,No,No,No,1
4343,5792-JALQC,2015-10-01,,Two year,No,Bank transfer (automatic),59.85,3103.25,DSL,Yes,No,Yes,No,No,No,Female,1,No,No,Yes,0
4344,7130-VTEWQ,2019-02-01,2019-10-01,Month-to-month,Yes,Electronic check,75.75,606.25,Fiber optic,No,No,No,No,No,No,Female,1,No,No,Yes,1
4345,2200-DSAAL,2014-06-01,,Two year,Yes,Electronic check,80.65,5330.2,DSL,No,Yes,Yes,No,Yes,Yes,Female,0,No,No,Yes,0
4346,4302-ZYFEL,2014-05-01,,One year,Yes,Credit card (automatic),20.55,1403.1,,,,,,,,Male,0,Yes,Yes,No,0
4347,9351-LZYGF,2016-08-01,,Month-to-month,Yes,Credit card (automatic),66.4,2727.8,DSL,Yes,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,0
4348,4366-CTOUZ,2015-12-01,,Two year,Yes,Mailed check,100.2,5038.45,Fiber optic,No,Yes,No,Yes,Yes,Yes,Female,0,No,No,No,0
4349,6121-VZNQB,2019-12-01,2020-01-01,Month-to-month,Yes,Mailed check,19.1,19.1,,,,,,,,Female,0,No,No,No,1
4350,7903-CMPEY,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,80.3,80.3,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,No,Yes,1
4351,1518-OMDIK,2017-05-01,,Month-to-month,Yes,Credit card (automatic),44.55,1462.6,DSL,No,No,No,No,No,No,Male,0,Yes,No,No,0
4352,6671-NGWON,2019-07-01,,Month-to-month,No,Mailed check,20.35,150.6,,,,,,,,Female,0,No,No,No,0
4353,0595-ITUDF,2014-10-01,,Month-to-month,Yes,Electronic check,91.8,5960.5,Fiber optic,Yes,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,0
4354,6996-KNSML,2019-12-01,2020-01-01,Month-to-month,Yes,Electronic check,74.9,74.9,Fiber optic,No,No,Yes,No,No,No,Female,0,No,No,No,1
4355,1955-IBMMB,2015-03-01,,Two year,Yes,Bank transfer (automatic),20.2,1192.3,,,,,,,,Male,0,No,No,No,0
4356,0096-BXERS,2019-08-01,,Month-to-month,No,Electronic check,50.35,314.55,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,0
4357,3806-YAZOV,2019-11-01,,Month-to-month,No,Mailed check,18.8,56.0,,,,,,,,Female,0,No,No,No,0
4358,7998-ZLXWN,2018-11-01,,Month-to-month,No,Credit card (automatic),20.45,330.8,,,,,,,,Female,0,Yes,No,No,0
4359,6253-WRFHY,2019-01-01,,One year,Yes,Electronic check,64.75,877.35,DSL,No,No,No,No,Yes,Yes,Male,0,Yes,Yes,No,0
4360,9133-AYJZG,2018-03-01,,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,No,No,Yes,0
4361,2675-OTVVJ,2017-07-01,,Month-to-month,No,Electronic check,89.45,2807.65,Fiber optic,Yes,No,No,No,Yes,No,Male,1,Yes,No,Yes,0
4362,8680-CGLTP,2017-09-01,,One year,Yes,Electronic check,58.75,1696.2,DSL,Yes,Yes,No,Yes,No,No,Male,0,No,No,No,0
4363,8430-TWCBX,2016-01-01,,One year,No,Credit card (automatic),20.7,1032.05,,,,,,,,Female,0,Yes,No,No,0
4364,5018-GWURO,2015-06-01,,Month-to-month,Yes,Bank transfer (automatic),85.6,4902.8,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,0
4365,6741-QRLUP,2014-11-01,,Two year,Yes,Credit card (automatic),80.3,4995.35,DSL,Yes,Yes,Yes,Yes,No,Yes,Female,0,No,No,Yes,0
4366,4737-HOBAX,2014-11-01,,Two year,No,Credit card (automatic),79.8,5034.05,DSL,No,No,Yes,Yes,Yes,Yes,Male,0,Yes,No,Yes,0
4367,0537-QYZZN,2018-02-01,,Month-to-month,Yes,Electronic check,79.85,1857.75,Fiber optic,Yes,No,No,No,No,No,Male,1,Yes,Yes,Yes,0
4368,3340-QBBFM,2017-02-01,,One year,No,Credit card (automatic),54.1,1992.85,DSL,No,No,Yes,Yes,No,No,Male,1,Yes,No,No,0
4369,1704-NRWYE,2019-01-01,2019-10-01,Month-to-month,Yes,Electronic check,80.85,751.65,Fiber optic,No,No,No,No,Yes,No,Female,1,No,No,No,1
4370,2592-SEIFQ,2019-07-01,2019-10-01,Month-to-month,No,Electronic check,24.75,66.95,DSL,No,No,No,No,No,No,Male,0,No,No,,1
4371,8200-KLNYW,2018-05-01,,One year,No,Mailed check,80.9,1714.95,DSL,Yes,No,Yes,Yes,Yes,Yes,Female,0,Yes,No,No,0
4372,3372-CDXFJ,2019-01-01,,One year,No,Bank transfer (automatic),24.5,343.6,,,,,,,,Male,0,Yes,Yes,Yes,0
4373,4781-ZXYGU,2020-01-01,,Month-to-month,Yes,Bank transfer (automatic),20.15,20.15,,,,,,,,Male,0,Yes,Yes,No,0
4374,7632-YUTXB,2018-01-01,,One year,No,Mailed check,20.05,520.1,,,,,,,,Female,0,Yes,Yes,No,0
4375,2718-YSKCS,2014-03-01,,Two year,Yes,Bank transfer (automatic),19.6,1387.45,,,,,,,,Male,0,Yes,Yes,No,0
4376,9896-UYMIE,2014-08-01,,One year,Yes,Bank transfer (automatic),114.3,7383.7,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Male,0,No,No,Yes,0
4377,0853-NWIFK,2016-05-01,,One year,Yes,Electronic check,100.3,4483.95,Fiber optic,Yes,Yes,No,No,Yes,Yes,Female,0,No,No,No,0
4378,8212-CRQXP,2018-04-01,,Month-to-month,Yes,Credit card (automatic),80.0,1706.45,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,No,0
4379,6980-CDGFC,2014-07-01,,One year,Yes,Bank transfer (automatic),20.85,1327.4,,,,,,,,Female,0,Yes,No,No,0
4380,7691-XVTZH,2014-06-01,,Two year,Yes,Bank transfer (automatic),89.95,5974.3,Fiber optic,No,No,Yes,No,Yes,No,Female,0,Yes,No,Yes,0
4381,2520-SGTTA,2020-02-01,,Two year,No,Mailed check,20.0,,,,,,,,,Female,0,Yes,Yes,No,0
4382,7481-ATQQS,2015-11-01,2019-12-01,Month-to-month,Yes,Credit card (automatic),90.85,4515.85,Fiber optic,No,No,Yes,No,No,Yes,Female,1,No,No,Yes,1
4383,2277-VWCNI,2019-10-01,,Month-to-month,No,Mailed check,48.75,179.85,DSL,No,No,No,No,No,No,Female,1,No,No,Yes,0
4384,1088-CNNKB,2014-11-01,,One year,No,Credit card (automatic),80.0,5040.2,DSL,Yes,Yes,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,0
4385,8642-GVWRF,2019-09-01,2019-11-01,Month-to-month,No,Bank transfer (automatic),79.7,165.0,Fiber optic,No,Yes,Yes,No,No,No,Female,0,Yes,No,No,1
4387,3400-ESFUW,2015-04-01,2019-11-01,Two year,No,Bank transfer (automatic),57.55,3046.4,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,1
4388,5868-YTYKS,2020-01-01,,Month-to-month,Yes,Mailed check,20.25,20.25,,,,,,,,Male,0,No,Yes,No,0
4389,3525-DVKFN,2018-09-01,,Two year,No,Mailed check,19.4,358.05,,,,,,,,Female,0,No,No,No,0
4390,1482-OXZSY,2017-08-01,,Month-to-month,Yes,Bank transfer (automatic),100.4,2936.25,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,No,Yes,0
4391,0377-JBKKT,2018-04-01,,Month-to-month,Yes,Mailed check,57.95,1271.8,DSL,Yes,Yes,No,Yes,No,No,Male,0,Yes,Yes,No,0
4392,5778-BVOFB,2019-05-01,,Month-to-month,Yes,Bank transfer (automatic),59.5,530.05,DSL,No,No,No,Yes,Yes,No,Female,0,No,No,No,0
4393,3373-YZZYM,2020-01-01,,Month-to-month,No,Mailed check,19.2,19.2,,,,,,,,Male,0,Yes,Yes,No,0
4394,2057-ZBLPD,2018-02-01,2019-11-01,Month-to-month,Yes,Electronic check,86.5,1808.7,Fiber optic,No,No,No,No,No,Yes,Female,0,Yes,No,Yes,1
4395,0228-MAUWC,2018-07-01,,Month-to-month,No,Electronic check,59.55,1144.6,DSL,No,No,Yes,Yes,No,No,Male,0,No,No,Yes,0
4396,5502-RLUYV,2014-03-01,2019-12-01,Month-to-month,Yes,Electronic check,103.95,7446.9,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,0,Yes,Yes,Yes,1
4397,0023-HGHWL,2019-10-01,2019-11-01,Month-to-month,Yes,Electronic check,25.1,25.1,DSL,No,No,No,No,No,No,Male,1,No,No,,1
4398,7663-YJHSN,2014-02-01,,Two year,Yes,Bank transfer (automatic),103.95,7556.9,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,0
